state,serff_tracking_number,company_name,sub_type_of_insurance,effective_date,source,external_validation,match_strength,validation_tier
WA,TRVD-134151094,Travelers Personal Insurance Company,04.0000 Homeowners Sub-TOI Combinations,05/03/2025,extension,pipeline_extracted_in_validated_window,,pipeline_only
WA,TRVD-G134214259,Travelers Personal Insurance Company,04.0000 Homeowners Sub-TOI Combinations,12/13/2024,extension,pipeline_extracted,,pipeline_only
WA,TRVD-G134262689,The Travelers Home and Marine Insurance Company,04.0000 Homeowners Sub-TOI Combinations,02/08/2025,original,pipeline_extracted_in_validated_window,,pipeline_only
WA,TRVD-G134262689,Travelers Commercial Insurance Company,04.0000 Homeowners Sub-TOI Combinations,02/08/2025,original,pipeline_extracted_in_validated_window,,pipeline_only
WA,TRVD-G134336116,The Travelers Home and Marine Insurance Company,19.0001 Private Passenger Auto (PPA),03/30/2025,original,pipeline_extracted_in_validated_window,,pipeline_only
CO,ALSE-133918784,Allstate Indemnity Company,04.0001 Condominium Homeowners,02/01/2024,extension,pipeline_extracted,,pipeline_only
CO,ALSE-133918863,Allstate Vehicle and Property Insurance Company,04.0001 Condominium Homeowners,02/01/2024,extension,pipeline_extracted,,pipeline_only
CO,ALSE-133987835,Allstate Insurance Company,04.0003 Owner Occupied Homeowners,04/18/2024,extension,pipeline_extracted,,pipeline_only
CO,ALSE-133995489,Allstate Property and Casualty Insurance Company,04.0003 Owner Occupied Homeowners,04/18/2024,extension,pipeline_extracted,,pipeline_only
CO,ALSE-133995858,Allstate Vehicle and Property Insurance Company,04.0003 Owner Occupied Homeowners,04/18/2024,extension,pipeline_extracted,,pipeline_only
CO,ALSE-133996152,Allstate Indemnity Company,04.0003 Owner Occupied Homeowners,04/18/2024,extension,pipeline_extracted,,pipeline_only
CO,ALSE-134000194,Allstate Fire and Casualty Insurance Company,04.0003 Owner Occupied Homeowners,04/18/2024,extension,pipeline_extracted,,pipeline_only
CO,ALSE-134055742,Allstate Insurance Company,19.0001 Private Passenger Auto (PPA),06/15/2024,extension,pipeline_extracted,,pipeline_only
CO,ALSE-134055841,Allstate Indemnity Company,19.0001 Private Passenger Auto (PPA),06/15/2024,extension,pipeline_extracted,,pipeline_only
CO,ALSE-134068278,Allstate Fire and Casualty Insurance Company,19.0001 Private Passenger Auto (PPA),07/08/2024,extension,pipeline_extracted,,pipeline_only
CO,ALSE-134077198,Allstate Property and Casualty Insurance Company,19.0001 Private Passenger Auto (PPA),06/15/2024,extension,pipeline_extracted,,pipeline_only
CO,ALSE-134077698,Allstate Fire and Casualty Insurance Company,19.0001 Private Passenger Auto (PPA),06/15/2024,extension,pipeline_extracted,,pipeline_only
CO,ALSE-134089013,Allstate Vehicle and Property Insurance Company,04.0003 Owner Occupied Homeowners,07/04/2024,extension,pipeline_extracted,,pipeline_only
CO,ALSE-134133225,Allstate Vehicle and Property Insurance Company,04.0003 Owner Occupied Homeowners,10/31/2024,extension,pipeline_extracted,,pipeline_only
CO,ALSE-134217022,Allstate Insurance Company,19.0001 Private Passenger Auto (PPA),10/28/2024,extension,pipeline_extracted,,pipeline_only
CO,ALSE-134217022,Allstate Property and Casualty Insurance Company,19.0001 Private Passenger Auto (PPA),10/28/2024,extension,pipeline_extracted,,pipeline_only
CO,ALSE-134217022,Allstate Indemnity Company,19.0001 Private Passenger Auto (PPA),10/28/2024,extension,pipeline_extracted,,pipeline_only
CO,ALSE-134256802,Allstate Property and Casualty Insurance Company,19.0001 Private Passenger Auto (PPA),12/21/2024,extension,pipeline_extracted,,pipeline_only
CO,ALSE-134277277,Allstate Indemnity Company,04.0001 Condominium Homeowners,01/23/2025,original,pipeline_extracted,,pipeline_only
CO,ALSE-134280614,Allstate Indemnity Company,04.0002 Mobile Homeowners,01/23/2025,original,pipeline_extracted,,pipeline_only
CO,ALSE-134280615,Allstate Insurance Company,04.0003 Owner Occupied Homeowners,12/05/2024,extension,pipeline_extracted,,pipeline_only
CO,ALSE-134280616,Allstate Indemnity Company,04.0003 Owner Occupied Homeowners,12/05/2024,extension,pipeline_extracted,,pipeline_only
CO,ALSE-134280632,Allstate Indemnity Company,04.0004 Tenant Homeowners,01/23/2025,original,pipeline_extracted,,pipeline_only
CO,ALSE-134281334,Allstate Vehicle and Property Insurance Company,04.0003 Owner Occupied Homeowners,12/05/2024,extension,pipeline_extracted,,pipeline_only
CO,ALSE-134281430,Allstate Property and Casualty Insurance Company,04.0003 Owner Occupied Homeowners,12/05/2024,extension,pipeline_extracted,,pipeline_only
CO,ALSE-134281580,Allstate Fire and Casualty Insurance Company,04.0003 Owner Occupied Homeowners,12/05/2024,extension,pipeline_extracted,,pipeline_only
CO,ALSE-134298521,Allstate Indemnity Company,19.0001 Private Passenger Auto (PPA),12/21/2024,extension,pipeline_extracted,,pipeline_only
CO,ALSE-134306404,Allstate Fire and Casualty Insurance Company,19.0001 Private Passenger Auto (PPA),12/21/2024,extension,pipeline_extracted,,pipeline_only
CO,ALSE-134306440,Allstate Insurance Company,19.0001 Private Passenger Auto (PPA),12/21/2024,extension,pipeline_extracted,,pipeline_only
CO,ALSE-134335798,Allstate Vehicle and Property Insurance Company,04.0001 Condominium Homeowners,01/23/2025,original,pipeline_extracted,,pipeline_only
CO,ALSE-134493023,Allstate Fire and Casualty Insurance Company,19.0004 Other,06/07/2025,original,pipeline_extracted,,pipeline_only
CO,ALSE-134493741,Allstate Fire and Casualty Insurance Company,19.0001 Private Passenger Auto (PPA),06/16/2025,original,pipeline_extracted,,pipeline_only
CO,ALSE-134603438,Allstate Fire and Casualty Insurance Company,04.0003 Owner Occupied Homeowners,09/04/2025,original,pipeline_extracted,,pipeline_only
CO,ALSE-134603603,Allstate Vehicle and Property Insurance Company,04.0003 Owner Occupied Homeowners,09/04/2025,original,pipeline_extracted,,pipeline_only
CO,ALSE-134604410,Allstate Property and Casualty Insurance Company,04.0003 Owner Occupied Homeowners,09/04/2025,original,pipeline_extracted,,pipeline_only
CO,ALSE-134604433,Allstate Insurance Company,04.0003 Owner Occupied Homeowners,09/04/2025,original,pipeline_extracted,,pipeline_only
CO,ALSE-134604451,Allstate Indemnity Company,04.0003 Owner Occupied Homeowners,09/04/2025,original,pipeline_extracted,,pipeline_only
CO,ALSE-134629407,Allstate Insurance Company,19.0001 Private Passenger Auto (PPA),09/29/2025,original,pipeline_extracted,,pipeline_only
CO,ALSE-134629407,Allstate Property and Casualty Insurance Company,19.0001 Private Passenger Auto (PPA),09/29/2025,original,pipeline_extracted,,pipeline_only
CO,ALSE-134629407,Allstate Indemnity Company,19.0001 Private Passenger Auto (PPA),09/29/2025,original,pipeline_extracted,,pipeline_only
CO,ALSE-134660932,Allstate North American Insurance Company,19.0001 Private Passenger Auto (PPA),10/31/2025,original,pipeline_extracted,,pipeline_only
CO,ALSE-134679055,Allstate Property and Casualty Insurance Company,19.0001 Private Passenger Auto (PPA),12/20/2025,original,pipeline_extracted,,pipeline_only
CO,ALSE-134679258,Allstate Insurance Company,19.0001 Private Passenger Auto (PPA),12/20/2025,original,pipeline_extracted,,pipeline_only
CO,ALSE-134681921,Allstate Indemnity Company,19.0001 Private Passenger Auto (PPA),12/20/2025,original,pipeline_extracted,,pipeline_only
CO,ALSE-134681972,Allstate Fire and Casualty Insurance Company,19.0001 Private Passenger Auto (PPA),12/20/2025,original,pipeline_extracted,,pipeline_only
CO,ALSE-134749670,Allstate Vehicle and Property Insurance Company,04.0001 Condominium Homeowners,01/22/2026,original,pipeline_extracted,,pipeline_only
CO,ALSE-134755310,Allstate Indemnity Company,04.0001 Condominium Homeowners,01/22/2026,original,pipeline_extracted,,pipeline_only
CO,ALSE-133934597,Encompass Indemnity Company,19.0001 Private Passenger Auto (PPA),03/16/2024,extension,pipeline_extracted,,pipeline_only
CO,ALSE-133934833,Encompass Indemnity Company,04.0000 Homeowners Sub-TOI Combinations,03/16/2024,extension,pipeline_extracted,,pipeline_only
CO,ALSE-134071887,Encompass Indemnity Company,19.0001 Private Passenger Auto (PPA),07/15/2024,extension,pipeline_extracted,,pipeline_only
CO,ALSE-134171106,Encompass Indemnity Company,04.0000 Homeowners Sub-TOI Combinations,09/20/2024,extension,pipeline_extracted,,pipeline_only
CO,ALSE-134171119,Encompass Indemnity Company,19.0001 Private Passenger Auto (PPA),09/20/2024,extension,pipeline_extracted,,pipeline_only
CO,GMMX-134404218,Encompass Indemnity Company,19.0001 Private Passenger Auto (PPA),03/29/2025,original,pipeline_extracted,,pipeline_only
CO,GMMX-134490929,Encompass Indemnity Company,19.0001 Private Passenger Auto (PPA),06/23/2025,original,pipeline_extracted,,pipeline_only
CO,GMMX-134663952,Encompass Indemnity Company,04.0000 Homeowners Sub-TOI Combinations,11/08/2025,original,pipeline_extracted,,pipeline_only
CO,GMMX-134694672,Encompass Insurance Company,19.0001 Private Passenger Auto (PPA),10/13/2025,original,pipeline_extracted,,pipeline_only
CO,GECC-133944755,GEICO Indemnity Company,19.0001 Private Passenger Auto (PPA),02/08/2024,extension,pipeline_extracted,,pipeline_only
CO,GECC-133944755,GEICO Casualty Company,19.0001 Private Passenger Auto (PPA),02/08/2024,extension,pipeline_extracted,,pipeline_only
CO,GECC-133944755,GEICO General Insurance Company,19.0001 Private Passenger Auto (PPA),02/08/2024,extension,pipeline_extracted,,pipeline_only
CO,GECC-133944755,Government Employees Insurance Company,19.0001 Private Passenger Auto (PPA),02/08/2024,extension,pipeline_extracted,,pipeline_only
CO,GECC-133944755,GEICO Choice Insurance Company,19.0001 Private Passenger Auto (PPA),02/08/2024,extension,pipeline_extracted,,pipeline_only
CO,GECC-133944755,GEICO Secure Insurance Company,19.0001 Private Passenger Auto (PPA),02/08/2024,extension,pipeline_extracted,,pipeline_only
CO,GECC-134038858,GEICO Choice Insurance Company,19.0001 Private Passenger Auto (PPA),05/02/2024,extension,pipeline_extracted,,pipeline_only
CO,GECC-134038858,GEICO Secure Insurance Company,19.0001 Private Passenger Auto (PPA),05/02/2024,extension,pipeline_extracted,,pipeline_only
CO,GECC-134094390,GEICO Choice Insurance Company,19.0001 Private Passenger Auto (PPA),08/22/2024,extension,pipeline_extracted,,pipeline_only
CO,GECC-134208863,GEICO Choice Insurance Company,19.0001 Private Passenger Auto (PPA),09/30/2024,extension,pipeline_extracted,,pipeline_only
CO,GECC-134208863,GEICO Secure Insurance Company,19.0001 Private Passenger Auto (PPA),09/30/2024,extension,pipeline_extracted,,pipeline_only
CO,GECC-134221017,GEICO Indemnity Company,19.0002 Motorcycle,11/14/2024,extension,pipeline_extracted,,pipeline_only
CO,GECC-134293642,GEICO Indemnity Company,19.0001 Private Passenger Auto (PPA),11/28/2024,extension,pipeline_extracted,,pipeline_only
CO,GECC-134293642,GEICO Casualty Company,19.0001 Private Passenger Auto (PPA),11/28/2024,extension,pipeline_extracted,,pipeline_only
CO,GECC-134293642,GEICO General Insurance Company,19.0001 Private Passenger Auto (PPA),11/28/2024,extension,pipeline_extracted,,pipeline_only
CO,GECC-134293642,Government Employees Insurance Company,19.0001 Private Passenger Auto (PPA),11/28/2024,extension,pipeline_extracted,,pipeline_only
CO,GECC-134293642,GEICO Secure Insurance Company,19.0001 Private Passenger Auto (PPA),11/28/2024,extension,pipeline_extracted,,pipeline_only
CO,GECC-134532692,GEICO Indemnity Company,19.0001 Private Passenger Auto (PPA),07/03/2025,original,pipeline_extracted,,pipeline_only
CO,GECC-134532692,GEICO Casualty Company,19.0001 Private Passenger Auto (PPA),07/03/2025,original,pipeline_extracted,,pipeline_only
CO,GECC-134532692,GEICO General Insurance Company,19.0001 Private Passenger Auto (PPA),07/03/2025,original,pipeline_extracted,,pipeline_only
CO,GECC-134532692,Government Employees Insurance Company,19.0001 Private Passenger Auto (PPA),07/03/2025,original,pipeline_extracted,,pipeline_only
CO,GECC-134532692,GEICO Choice Insurance Company,19.0001 Private Passenger Auto (PPA),07/03/2025,original,pipeline_extracted,,pipeline_only
CO,GECC-134532692,GEICO Secure Insurance Company,19.0001 Private Passenger Auto (PPA),07/03/2025,original,pipeline_extracted,,pipeline_only
CO,GECC-134788014,GEICO Indemnity Company,19.0001 Private Passenger Auto (PPA),01/09/2026,original,pipeline_extracted,,pipeline_only
CO,GECC-134788014,GEICO Casualty Company,19.0001 Private Passenger Auto (PPA),01/09/2026,original,pipeline_extracted,,pipeline_only
CO,GECC-134788014,GEICO General Insurance Company,19.0001 Private Passenger Auto (PPA),01/09/2026,original,pipeline_extracted,,pipeline_only
CO,GECC-134788014,Government Employees Insurance Company,19.0001 Private Passenger Auto (PPA),01/09/2026,original,pipeline_extracted,,pipeline_only
CO,GECC-134788014,GEICO Choice Insurance Company,19.0001 Private Passenger Auto (PPA),01/09/2026,original,pipeline_extracted,,pipeline_only
CO,GECC-134788014,GEICO Secure Insurance Company,19.0001 Private Passenger Auto (PPA),01/09/2026,original,pipeline_extracted,,pipeline_only
CO,GECC-134855405,GEICO Indemnity Company,19.0001 Private Passenger Auto (PPA),04/02/2026,original,pipeline_extracted,,pipeline_only
CO,GECC-134855405,GEICO Casualty Company,19.0001 Private Passenger Auto (PPA),04/02/2026,original,pipeline_extracted,,pipeline_only
CO,GECC-134855405,GEICO General Insurance Company,19.0001 Private Passenger Auto (PPA),04/02/2026,original,pipeline_extracted,,pipeline_only
CO,GECC-134855405,Government Employees Insurance Company,19.0001 Private Passenger Auto (PPA),04/02/2026,original,pipeline_extracted,,pipeline_only
CO,GECC-134855405,GEICO Choice Insurance Company,19.0001 Private Passenger Auto (PPA),04/02/2026,original,pipeline_extracted,,pipeline_only
CO,GECC-134855405,GEICO Secure Insurance Company,19.0001 Private Passenger Auto (PPA),04/02/2026,original,pipeline_extracted,,pipeline_only
CO,LBPM-133956914,Liberty Mutual Insurance Company,19.0000 Personal Auto Combinations,02/19/2024,extension,pipeline_extracted,,pipeline_only
CO,LBPM-133956914,Liberty Mutual Personal Insurance Company,19.0000 Personal Auto Combinations,02/19/2024,extension,pipeline_extracted,,pipeline_only
CO,LBPM-133982771,Liberty Mutual Insurance Company,04.0000 Homeowners Sub-TOI Combinations,03/18/2024,extension,pipeline_extracted,,pipeline_only
CO,LBPM-133982981,Liberty Mutual Fire Insurance Company,04.0000 Homeowners Sub-TOI Combinations,04/22/2024,extension,pipeline_extracted,,pipeline_only
CO,LBPM-133983256,Liberty Insurance Corporation,04.0000 Homeowners Sub-TOI Combinations,03/18/2024,extension,pipeline_extracted,,pipeline_only
CO,LBPM-133983256,Liberty Mutual Insurance Company,04.0000 Homeowners Sub-TOI Combinations,03/18/2024,extension,pipeline_extracted,,pipeline_only
CO,LBPM-133983256,Liberty Mutual Personal Insurance Company,04.0000 Homeowners Sub-TOI Combinations,03/18/2024,extension,pipeline_extracted,,pipeline_only
CO,LBPM-134146801,Liberty Mutual Insurance Company,19.0000 Personal Auto Combinations,06/30/2024,extension,pipeline_extracted,,pipeline_only
CO,LBPM-134146801,Liberty Mutual Personal Insurance Company,19.0000 Personal Auto Combinations,06/30/2024,extension,pipeline_extracted,,pipeline_only
CO,LBPM-134255177,Liberty Mutual Insurance Company,19.0000 Personal Auto Combinations,09/26/2024,extension,pipeline_extracted,,pipeline_only
CO,LBPM-134255177,Liberty Mutual Personal Insurance Company,19.0000 Personal Auto Combinations,09/26/2024,extension,pipeline_extracted,,pipeline_only
CO,LBPM-134358341,Liberty Mutual Insurance Company,19.0000 Personal Auto Combinations,02/17/2025,original,pipeline_extracted,,pipeline_only
CO,LBPM-134358341,Liberty Mutual Personal Insurance Company,19.0000 Personal Auto Combinations,02/17/2025,original,pipeline_extracted,,pipeline_only
CO,LBPM-134362517,Liberty Mutual Insurance Company,04.0000 Homeowners Sub-TOI Combinations,01/23/2025,original,pipeline_extracted,,pipeline_only
CO,LBPM-134488149,Liberty Mutual Insurance Company,04.0000 Homeowners Sub-TOI Combinations,05/17/2025,original,pipeline_extracted,,pipeline_only
CO,LBPM-134551958,Liberty Mutual Insurance Company,19.0000 Personal Auto Combinations,05/30/2025,original,pipeline_extracted,,pipeline_only
CO,LBPM-134551958,Liberty Mutual Personal Insurance Company,19.0000 Personal Auto Combinations,05/30/2025,original,pipeline_extracted,,pipeline_only
CO,LBPM-134814553,Liberty Mutual Insurance Company,04.0000 Homeowners Sub-TOI Combinations,02/13/2026,original,pipeline_extracted,,pipeline_only
CO,LBPM-134814588,Liberty Mutual Fire Insurance Company,04.0000 Homeowners Sub-TOI Combinations,03/20/2026,original,pipeline_extracted,,pipeline_only
CO,LBPM-134814602,Liberty Insurance Corporation,04.0000 Homeowners Sub-TOI Combinations,02/13/2026,original,pipeline_extracted,,pipeline_only
CO,LBPM-134814602,Liberty Mutual Personal Insurance Company,04.0000 Homeowners Sub-TOI Combinations,02/13/2026,original,pipeline_extracted,,pipeline_only
CO,PRGS-133992978,Progressive Casualty Insurance Company,19.0002 Motorcycle,05/10/2024,extension,pipeline_extracted,,pipeline_only
CO,PRGS-133992978,Progressive Direct Insurance Company,19.0002 Motorcycle,05/10/2024,extension,pipeline_extracted,,pipeline_only
CO,PRGS-133992978,Progressive Preferred Insurance Company,19.0002 Motorcycle,05/10/2024,extension,pipeline_extracted,,pipeline_only
CO,PRGS-134048683,Progressive Casualty Insurance Company,19.0003 Recreational Vehicle (RV),05/10/2024,extension,pipeline_extracted,,pipeline_only
CO,PRGS-134048683,Progressive Direct Insurance Company,19.0003 Recreational Vehicle (RV),05/10/2024,extension,pipeline_extracted,,pipeline_only
CO,PRGS-134048683,Progressive Preferred Insurance Company,19.0003 Recreational Vehicle (RV),05/10/2024,extension,pipeline_extracted,,pipeline_only
CO,PRGS-134231187,Progressive Casualty Insurance Company,19.0001 Private Passenger Auto (PPA),09/13/2024,extension,pipeline_extracted,,pipeline_only
CO,PRGS-134231187,Progressive Direct Insurance Company,19.0001 Private Passenger Auto (PPA),09/13/2024,extension,pipeline_extracted,,pipeline_only
CO,PRGS-134231187,Progressive Preferred Insurance Company,19.0001 Private Passenger Auto (PPA),09/13/2024,extension,pipeline_extracted,,pipeline_only
CO,PRGS-134231187,Progressive Specialty Insurance Company,19.0001 Private Passenger Auto (PPA),09/13/2024,extension,pipeline_extracted,,pipeline_only
CO,PRGS-134231187,Progressive Mountain Insurance Company,19.0001 Private Passenger Auto (PPA),09/13/2024,extension,pipeline_extracted,,pipeline_only
CO,PRGS-134483202,Progressive Casualty Insurance Company,19.0001 Private Passenger Auto (PPA),05/30/2025,original,pipeline_extracted,,pipeline_only
CO,PRGS-134483202,Progressive Direct Insurance Company,19.0001 Private Passenger Auto (PPA),05/30/2025,original,pipeline_extracted,,pipeline_only
CO,PRGS-134483202,Progressive Preferred Insurance Company,19.0001 Private Passenger Auto (PPA),05/30/2025,original,pipeline_extracted,,pipeline_only
CO,PRGS-134483202,Progressive Specialty Insurance Company,19.0001 Private Passenger Auto (PPA),05/30/2025,original,pipeline_extracted,,pipeline_only
CO,PRGS-134483202,Progressive Mountain Insurance Company,19.0001 Private Passenger Auto (PPA),05/30/2025,original,pipeline_extracted,,pipeline_only
CO,PRGS-134710552,Progressive Casualty Insurance Company,19.0001 Private Passenger Auto (PPA),10/31/2025,original,pipeline_extracted,,pipeline_only
CO,PRGS-134710552,Progressive Preferred Insurance Company,19.0001 Private Passenger Auto (PPA),10/31/2025,original,pipeline_extracted,,pipeline_only
CO,PRGS-134710552,Progressive Specialty Insurance Company,19.0001 Private Passenger Auto (PPA),10/31/2025,original,pipeline_extracted,,pipeline_only
CO,PRGS-134710552,Progressive Mountain Insurance Company,19.0001 Private Passenger Auto (PPA),10/31/2025,original,pipeline_extracted,,pipeline_only
CO,PRGS-134710552,Progressive Direct Insurance Company,19.0001 Private Passenger Auto (PPA),10/31/2025,original,pipeline_extracted,,pipeline_only
CO,LBPM-133980983,Safeco Insurance Company of America,19.0000 Personal Auto Combinations,05/16/2024,extension,pipeline_extracted,,pipeline_only
CO,LBPM-134021186,Safeco Insurance Company of America,04.0000 Homeowners Sub-TOI Combinations,04/14/2024,extension,pipeline_extracted,,pipeline_only
CO,LBPM-134412448,Safeco Insurance Company of America,04.0000 Homeowners Sub-TOI Combinations,04/14/2025,original,pipeline_extracted,,pipeline_only
CO,LBPM-134450061,Safeco Insurance Company of America,04.0001 Condominium Homeowners,04/14/2025,original,pipeline_extracted,,pipeline_only
CO,LBPM-134762479,Safeco Insurance Company of America,19.0000 Personal Auto Combinations,02/15/2026,original,pipeline_extracted,,pipeline_only
CO,SFMA-133813868,State Farm Fire and Casualty Company,19.0001 Private Passenger Auto (PPA),01/01/2024,extension,pipeline_extracted,,pipeline_only
CO,SFMA-133813868,State Farm Mutual Automobile Insurance Company,19.0001 Private Passenger Auto (PPA),01/01/2024,extension,pipeline_extracted,,pipeline_only
CO,SFMA-133854726,State Farm Fire and Casualty Company,04.0000 Homeowners Sub-TOI Combinations,01/01/2024,extension,pipeline_extracted,,pipeline_only
CO,SFMA-134031583,State Farm Fire and Casualty Company,04.0002 Mobile Homeowners,05/15/2024,extension,pipeline_extracted,,pipeline_only
CO,SFMA-134063170,State Farm Fire and Casualty Company,19.0002 Motorcycle,06/24/2024,extension,pipeline_extracted,,pipeline_only
CO,SFMA-134063170,State Farm Mutual Automobile Insurance Company,19.0002 Motorcycle,06/24/2024,extension,pipeline_extracted,,pipeline_only
CO,SFMA-134063195,State Farm Fire and Casualty Company,19.0003 Recreational Vehicle (RV),06/24/2024,extension,pipeline_extracted,,pipeline_only
CO,SFMA-134063195,State Farm Mutual Automobile Insurance Company,19.0003 Recreational Vehicle (RV),06/24/2024,extension,pipeline_extracted,,pipeline_only
CO,SFMA-134063219,State Farm Fire and Casualty Company,19.0001 Private Passenger Auto (PPA),06/24/2024,extension,pipeline_extracted,,pipeline_only
CO,SFMA-134063219,State Farm Mutual Automobile Insurance Company,19.0001 Private Passenger Auto (PPA),06/24/2024,extension,pipeline_extracted,,pipeline_only
CO,SFMA-134075540,State Farm Fire and Casualty Company,19.0002 Motorcycle,08/01/2024,extension,pipeline_extracted,,pipeline_only
CO,SFMA-134075540,State Farm Mutual Automobile Insurance Company,19.0002 Motorcycle,08/01/2024,extension,pipeline_extracted,,pipeline_only
CO,SFMA-134105990,State Farm Fire and Casualty Company,04.0002 Mobile Homeowners,07/01/2024,extension,pipeline_extracted,,pipeline_only
CO,SFMA-134107198,State Farm Fire and Casualty Company,04.0000 Homeowners Sub-TOI Combinations,08/01/2024,extension,pipeline_extracted,,pipeline_only
CO,SFMA-134195289,State Farm Fire and Casualty Company,04.0005 Other Homeowners,10/15/2024,extension,pipeline_extracted,,pipeline_only
CO,SFMA-134195306,State Farm Fire and Casualty Company,04.0005 Other Homeowners,10/15/2024,extension,pipeline_extracted,,pipeline_only
CO,SFMA-134294866,State Farm Fire and Casualty Company,19.0001 Private Passenger Auto (PPA),04/15/2025,original,pipeline_extracted,,pipeline_only
CO,SFMA-134294866,State Farm Mutual Automobile Insurance Company,19.0001 Private Passenger Auto (PPA),04/15/2025,original,pipeline_extracted,,pipeline_only
CO,SFMA-134320521,State Farm Fire and Casualty Company,19.0002 Motorcycle,01/27/2025,original,pipeline_extracted,,pipeline_only
CO,SFMA-134320521,State Farm Mutual Automobile Insurance Company,19.0002 Motorcycle,01/27/2025,original,pipeline_extracted,,pipeline_only
CO,SFMA-134320536,State Farm Fire and Casualty Company,19.0001 Private Passenger Auto (PPA),01/27/2025,original,pipeline_extracted,,pipeline_only
CO,SFMA-134320536,State Farm Mutual Automobile Insurance Company,19.0001 Private Passenger Auto (PPA),01/27/2025,original,pipeline_extracted,,pipeline_only
CO,SFMA-134320543,State Farm Fire and Casualty Company,19.0003 Recreational Vehicle (RV),01/27/2025,original,pipeline_extracted,,pipeline_only
CO,SFMA-134320543,State Farm Mutual Automobile Insurance Company,19.0003 Recreational Vehicle (RV),01/27/2025,original,pipeline_extracted,,pipeline_only
CO,SFMA-134393639,State Farm Fire and Casualty Company,04.0000 Homeowners Sub-TOI Combinations,03/15/2025,original,pipeline_extracted,,pipeline_only
CO,SFMA-134452674,State Farm Fire and Casualty Company,04.0002 Mobile Homeowners,05/15/2025,original,pipeline_extracted,,pipeline_only
CO,SFMA-134522369,State Farm Fire and Casualty Company,04.0000 Homeowners Sub-TOI Combinations,07/01/2025,original,pipeline_extracted,,pipeline_only
CO,SFMA-134532940,State Farm Fire and Casualty Company,19.0003 Recreational Vehicle (RV),07/29/2025,original,pipeline_extracted,,pipeline_only
CO,SFMA-134532940,State Farm Mutual Automobile Insurance Company,19.0003 Recreational Vehicle (RV),07/29/2025,original,pipeline_extracted,,pipeline_only
CO,SFMA-134532992,State Farm Fire and Casualty Company,19.0002 Motorcycle,07/29/2025,original,pipeline_extracted,,pipeline_only
CO,SFMA-134532992,State Farm Mutual Automobile Insurance Company,19.0002 Motorcycle,07/29/2025,original,pipeline_extracted,,pipeline_only
CO,SFMA-134532998,State Farm Fire and Casualty Company,19.0000 Personal Auto Combinations,07/29/2025,original,pipeline_extracted,,pipeline_only
CO,SFMA-134532998,State Farm Mutual Automobile Insurance Company,19.0000 Personal Auto Combinations,07/29/2025,original,pipeline_extracted,,pipeline_only
CO,SFMA-134604280,State Farm Fire and Casualty Company,04.0000 Homeowners Sub-TOI Combinations,09/15/2025,original,pipeline_extracted,,pipeline_only
CO,SFMA-134620253,State Farm Fire and Casualty Company,04.0005 Other Homeowners,10/15/2025,original,pipeline_extracted,,pipeline_only
CO,SFMA-134620275,State Farm Fire and Casualty Company,04.0005 Other Homeowners,10/15/2025,original,pipeline_extracted,,pipeline_only
CO,SFMA-134702926,State Farm Fire and Casualty Company,19.0001 Private Passenger Auto (PPA),12/15/2025,original,pipeline_extracted,,pipeline_only
CO,SFMA-134702926,State Farm Mutual Automobile Insurance Company,19.0001 Private Passenger Auto (PPA),12/15/2025,original,pipeline_extracted,,pipeline_only
CO,SFMA-134702973,State Farm Fire and Casualty Company,19.0003 Recreational Vehicle (RV),12/15/2025,original,pipeline_extracted,,pipeline_only
CO,SFMA-134702973,State Farm Mutual Automobile Insurance Company,19.0003 Recreational Vehicle (RV),12/15/2025,original,pipeline_extracted,,pipeline_only
CO,SFMA-134702979,State Farm Fire and Casualty Company,19.0002 Motorcycle,12/15/2025,original,pipeline_extracted,,pipeline_only
CO,SFMA-134702979,State Farm Mutual Automobile Insurance Company,19.0002 Motorcycle,12/15/2025,original,pipeline_extracted,,pipeline_only
CO,TRVD-133832294,Travelers Personal Insurance Company,04.0000 Homeowners Sub-TOI Combinations,01/08/2024,extension,pipeline_extracted,,pipeline_only
CO,TRVD-133970791,The Travelers Home and Marine Insurance Company,04.0000 Homeowners Sub-TOI Combinations,05/11/2024,extension,pipeline_extracted,,pipeline_only
CO,TRVD-133970791,Travelers Commercial Insurance Company,04.0000 Homeowners Sub-TOI Combinations,05/11/2024,extension,pipeline_extracted,,pipeline_only
CO,TRVD-134023175,Travelers Personal Insurance Company,04.0000 Homeowners Sub-TOI Combinations,05/19/2024,extension,pipeline_extracted,,pipeline_only
CO,TRVD-G134256940,The Travelers Home and Marine Insurance Company,04.0000 Homeowners Sub-TOI Combinations,11/16/2024,extension,pipeline_extracted,,pipeline_only
CO,TRVD-G134256940,Travelers Commercial Insurance Company,04.0000 Homeowners Sub-TOI Combinations,11/16/2024,extension,pipeline_extracted,,pipeline_only
CO,TRVD-G134420284,Travelers Personal Insurance Company,04.0000 Homeowners Sub-TOI Combinations,03/14/2025,original,pipeline_extracted,,pipeline_only
CO,TRVD-G134450451,The Travelers Home and Marine Insurance Company,04.0000 Homeowners Sub-TOI Combinations,05/17/2025,original,pipeline_extracted,,pipeline_only
CO,TRVD-G134450451,Travelers Commercial Insurance Company,04.0000 Homeowners Sub-TOI Combinations,05/17/2025,original,pipeline_extracted,,pipeline_only
